CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,RFM_Score,Segment,Cluster
15300,64,1,496.44,3,1,3,7,313,Potential,0
15301,51,12,4629.05,3,5,5,13,355,VIP,1
15303,290,1,574.02,1,1,3,5,113,At-Risk,0
15304,61,8,694.4000000000001,3,5,3,11,353,Loyal,1
15306,64,3,1174.35,3,3,4,10,334,Loyal,0
15307,96,1,205.3,2,1,1,4,211,At-Risk,0
15308,274,1,310.47,1,1,2,4,112,At-Risk,0
15311,1,91,60198.12,5,5,5,15,555,VIP,1
15312,75,4,924.85,2,4,4,10,244,Loyal,0
15313,110,1,52.0,2,1,1,4,211,At-Risk,0
15314,199,1,327.97,1,1,2,4,112,At-Risk,0
15315,64,2,570.5,3,3,3,9,333,Potential,0
15316,327,1,165.0,1,1,1,3,111,At-Risk,0
15318,4,1,312.62,5,1,2,8,512,Potential,0
15319,284,1,204.5,1,1,1,3,111,At-Risk,0
15320,44,1,267.13,3,1,2,6,312,At-Risk,0
15321,71,3,2748.31,3,3,5,11,335,Loyal,1
15322,86,1,679.68,2,1,3,6,213,At-Risk,0
15325,104,1,162.06,2,1,1,4,211,At-Risk,0
15326,334,1,311.71,1,1,2,4,112,At-Risk,0
15327,53,1,208.75,3,1,1,5,311,At-Risk,0
15329,39,3,1049.7,3,3,4,10,334,Loyal,0
15330,32,2,662.16,4,3,3,10,433,Loyal,0
15332,366,4,1661.06,1,4,4,9,144,Potential,0
15333,208,1,1028.56,1,1,4,6,114,At-Risk,0
15334,157,3,348.29,2,3,2,7,232,Potential,0
15335,54,1,170.48,3,1,1,5,311,At-Risk,0
15339,66,2,574.23,3,3,3,9,333,Potential,0
15341,81,1,2020.52,2,1,5,8,215,Potential,0
15342,130,1,406.09,2,1,2,5,212,At-Risk,0
15343,87,1,364.5,2,1,2,5,212,At-Risk,0
15344,1,3,563.94,5,3,3,11,533,Loyal,1
15345,46,1,393.54,3,1,2,6,312,At-Risk,0
15346,333,1,252.42000000000002,1,1,2,4,112,At-Risk,0
15347,366,1,201.60000000000002,1,1,1,3,111,At-Risk,0
15348,72,1,158.04,2,1,1,4,211,At-Risk,0
15349,158,2,464.04,2,3,2,7,232,Potential,0
15350,373,1,115.65,1,1,1,3,111,At-Risk,0
15351,12,7,1934.79,5,5,4,14,554,VIP,1
15353,255,2,770.12,1,3,3,7,133,Potential,0
15355,29,2,277.05,4,3,2,9,432,Potential,0
15356,31,10,2719.33,4,5,5,14,455,VIP,1
15358,5,22,8347.2,5,5,5,15,555,VIP,1
15360,40,1,427.93,3,1,2,6,312,At-Risk,0
15361,362,1,417.0,1,1,2,4,112,At-Risk,0
15363,373,1,326.0,1,1,2,4,112,At-Risk,0
15364,96,2,877.19,2,3,3,8,233,Potential,0
15365,26,7,2314.32,4,5,5,14,455,VIP,1
15366,75,2,602.51,2,3,3,8,233,Potential,0
15367,57,4,1877.59,3,4,4,11,344,Loyal,1
15368,21,1,369.30000000000007,4,1,2,7,412,Potential,0
15370,41,7,2324.85,3,5,5,13,355,VIP,1
15372,137,1,2007.3999999999999,2,1,5,8,215,Potential,0
15373,8,11,2395.04,5,5,5,15,555,VIP,1
15374,129,1,168.0,2,1,1,4,211,At-Risk,0
15376,40,3,1221.56,3,3,4,10,334,Loyal,1
15379,169,7,3703.29,2,5,5,12,255,Loyal,1
15380,9,5,1661.7600000000002,5,4,4,13,544,VIP,1
15381,214,2,483.9,1,3,3,7,133,Potential,0
15382,15,6,5955.71,4,5,5,14,455,VIP,1
15384,170,2,642.41,2,3,3,8,233,Potential,0
15385,40,1,316.88,3,1,2,6,312,At-Risk,0
15386,186,1,394.14,1,1,2,4,112,At-Risk,0
15388,270,1,140.54,1,1,1,3,111,At-Risk,0
15389,172,1,201.60000000000002,2,1,1,4,211,At-Risk,0
15392,5,4,1535.53,5,4,4,13,544,VIP,1
15393,16,2,231.86,4,3,1,8,431,Potential,0
15394,10,4,2183.54,5,4,5,14,545,VIP,1
15395,326,1,107.45,1,1,1,3,111,At-Risk,0
15396,113,1,288.18,2,1,2,5,212,At-Risk,0
15397,290,1,94.0,1,1,1,3,111,At-Risk,0
15398,16,2,1345.53,4,3,4,11,434,Loyal,1
15399,1,3,815.77,5,3,3,11,533,Loyal,1
15400,92,5,716.2,2,4,3,9,243,Potential,0
15402,149,2,626.35,2,3,3,8,233,Potential,0
15405,189,1,349.1,1,1,2,4,112,At-Risk,0
15406,31,2,510.71000000000004,4,3,3,10,433,Loyal,0
15407,34,4,1047.61,3,4,4,11,344,Loyal,1
15408,264,1,267.18,1,1,2,4,112,At-Risk,0
15410,84,8,3450.84,2,5,5,12,255,Loyal,1
15411,26,4,1348.93,4,4,4,12,444,Loyal,1
15412,171,1,190.53,2,1,1,4,211,At-Risk,0
15414,10,3,759.9000000000001,5,3,3,11,533,Loyal,1
15415,313,1,559.61,1,1,3,5,113,At-Risk,0
15416,65,4,3984.32,3,4,5,12,345,Loyal,1
15417,85,1,508.8,2,1,3,6,213,At-Risk,0
15419,25,1,135.86,4,1,1,6,411,At-Risk,0
15421,59,4,950.36,3,4,4,11,344,Loyal,0
15422,323,2,97.7,1,3,1,5,131,At-Risk,0
15423,38,1,36.0,3,1,1,5,311,At-Risk,0
15424,254,2,383.34,1,3,2,6,132,At-Risk,0
15426,19,5,1407.82,4,4,4,12,444,Loyal,1
15427,33,3,1432.22,3,3,4,10,334,Loyal,1
15428,15,1,93.78,4,1,1,6,411,At-Risk,0
15429,27,2,397.51,4,3,2,9,432,Potential,0
15432,23,1,171.19,4,1,1,6,411,At-Risk,0
15433,214,2,533.3,1,3,3,7,133,Potential,0
15434,8,5,1041.48,5,4,4,13,544,VIP,1
15435,22,1,149.29,4,1,1,6,411,At-Risk,0
15436,12,3,1069.51,5,3,4,12,534,Loyal,1
15437,262,1,200.48,1,1,1,3,111,At-Risk,0
15438,131,1,156.57999999999998,2,1,1,4,211,At-Risk,0
15440,55,3,383.68,3,3,2,8,332,Potential,0
15442,249,1,403.20000000000005,1,1,2,4,112,At-Risk,0
15443,2,7,3214.01,5,5,5,15,555,VIP,1
15444,9,2,1411.21,5,3,4,12,534,Loyal,1
15445,264,1,113.5,1,1,1,3,111,At-Risk,0
15447,331,1,155.17,1,1,1,3,111,At-Risk,0
15448,313,1,494.64,1,1,3,5,113,At-Risk,0
15449,26,3,974.52,4,3,4,11,434,Loyal,1
15450,30,1,429.84,4,1,2,7,412,Potential,0
15452,30,3,528.61,4,3,3,10,433,Loyal,0
15453,2,7,1372.68,5,5,4,14,554,VIP,1
15454,362,1,179.1,1,1,1,3,111,At-Risk,0
15456,283,3,434.59000000000003,1,3,2,6,132,At-Risk,0
15457,262,1,237.07,1,1,1,3,111,At-Risk,0
15458,25,1,161.64,4,1,1,6,411,At-Risk,0
15460,354,1,214.26,1,1,1,3,111,At-Risk,0
15462,94,3,234.6,2,3,1,6,231,At-Risk,0
15463,29,1,126.14,4,1,1,6,411,At-Risk,0
15464,338,1,1044.65,1,1,4,6,114,At-Risk,0
15465,20,18,5899.62,4,5,5,14,455,VIP,1
15466,85,1,334.65999999999997,2,1,2,5,212,At-Risk,0
15467,9,3,524.88,5,3,3,11,533,Loyal,1
15468,51,2,467.51,3,3,2,8,332,Potential,0
15469,50,2,538.55,3,3,3,9,333,Potential,0
15471,2,1,454.48,5,1,2,8,512,Potential,0
15472,113,1,371.56,2,1,2,5,212,At-Risk,0
15473,14,7,1659.6000000000001,4,5,4,13,454,VIP,1
15475,77,1,454.10999999999996,2,1,2,5,212,At-Risk,0
15478,40,2,1399.92,3,3,4,10,334,Loyal,0
15480,116,1,905.5,2,1,3,6,213,At-Risk,0
15482,16,11,9670.960000000001,4,5,5,14,455,VIP,1
15483,161,4,227.18,2,4,1,7,241,Potential,0
15484,1,4,3590.41,5,4,5,14,545,VIP,1
15485,30,3,2562.1,4,3,5,12,435,Loyal,1
15488,93,1,76.32000000000001,2,1,1,4,211,At-Risk,0
15489,23,3,1134.28,4,3,4,11,434,Loyal,1
15491,95,6,3085.09,2,5,5,12,255,Loyal,1
15492,28,2,659.4599999999999,4,3,3,10,433,Loyal,0
15493,33,5,1953.41,3,4,4,11,344,Loyal,1
15494,21,2,1280.71,4,3,4,11,434,Loyal,1
15497,18,2,1231.8,4,3,4,11,434,Loyal,1
15498,3,27,13316.66,5,5,5,15,555,VIP,1
15500,8,4,1131.56,5,4,4,13,544,VIP,1
15502,16,10,6170.4800000000005,4,5,5,14,455,VIP,1
15503,363,1,141.69,1,1,1,3,111,At-Risk,0
15504,81,1,52.83,2,1,1,4,211,At-Risk,0
15505,53,5,3610.96,3,4,5,12,345,Loyal,1
15506,23,3,973.08,4,3,4,11,434,Loyal,1
15507,172,1,475.86,2,1,3,6,213,At-Risk,0
15508,189,6,1000.44,1,5,4,10,154,Loyal,0
15510,331,1,201.60000000000002,1,1,1,3,111,At-Risk,0
15511,12,5,901.27,5,4,3,12,543,Loyal,1
15512,156,2,121.0,2,3,1,6,231,At-Risk,0
15513,33,19,14647.62,3,5,5,13,355,VIP,1
15514,12,11,3207.02,5,5,5,15,555,VIP,1
15516,45,3,62.43,3,3,1,7,331,Potential,0
15517,233,1,267.03,1,1,2,4,112,At-Risk,0
15518,64,8,1921.55,3,5,4,12,354,Loyal,1
15520,2,1,343.5,5,1,2,8,512,Potential,0
15521,40,8,2951.8,3,5,5,13,355,VIP,1
15522,33,2,398.41999999999996,3,3,2,8,332,Potential,0
15523,84,1,381.11,2,1,2,5,212,At-Risk,0
15524,25,1,201.60000000000002,4,1,1,6,411,At-Risk,0
15525,2,3,732.55,5,3,3,11,533,Loyal,1
15526,33,2,148.44,3,3,1,7,331,Potential,0
15527,19,8,2428.92,4,5,5,14,455,VIP,1
15528,254,1,229.33,1,1,1,3,111,At-Risk,0
15529,23,11,3961.79,4,5,5,14,455,VIP,1
15530,22,4,1497.31,4,4,4,12,444,Loyal,1
15531,8,2,1972.71,5,3,5,13,535,VIP,1
15532,25,4,1554.83,4,4,4,12,444,Loyal,1
15533,19,3,807.57,4,3,3,10,433,Loyal,1
15535,173,4,502.9,2,4,3,9,243,Potential,0
15537,163,1,110.92,2,1,1,4,211,At-Risk,0
15539,7,1,538.46,5,1,3,9,513,Potential,0
15540,11,1,213.3,5,1,1,7,511,Potential,0
15541,114,1,85.13000000000001,2,1,1,4,211,At-Risk,0
15543,288,1,127.86,1,1,1,3,111,At-Risk,0
15544,9,9,3546.71,5,5,5,15,555,VIP,1
15545,54,2,288.96999999999997,3,3,2,8,332,Potential,0
15547,7,14,4910.89,5,5,5,15,555,VIP,1
15549,77,3,1677.71,2,3,4,9,234,Potential,0
15550,4,4,575.63,5,4,3,12,543,Loyal,1
15551,37,1,436.06,3,1,2,6,312,At-Risk,0
15552,217,1,90.12,1,1,1,3,111,At-Risk,0
15553,60,1,429.06,3,1,2,6,312,At-Risk,0
15554,278,1,217.2,1,1,1,3,111,At-Risk,0
15555,12,16,4793.42,5,5,5,15,555,VIP,1
15556,24,1,279.77,4,1,2,7,412,Potential,0
15557,29,1,468.91,4,1,3,8,413,Potential,0
15561,12,4,800.59,5,4,3,12,543,Loyal,1
15562,352,1,134.55,1,1,1,3,111,At-Risk,0
15563,22,3,1361.44,4,3,4,11,434,Loyal,1
15565,50,2,173.16,3,3,1,7,331,Potential,0
15567,19,1,186.01,4,1,1,6,411,At-Risk,0
15568,3,3,758.29,5,3,3,11,533,Loyal,1
15569,104,5,1289.31,2,4,4,10,244,Loyal,1
15570,7,12,4149.08,5,5,5,15,555,VIP,1
15571,12,4,651.07,5,4,3,12,543,Loyal,1
15572,5,7,2533.42,5,5,5,15,555,VIP,1
15573,32,2,584.56,4,3,3,10,433,Loyal,0
15574,178,4,677.07,2,4,3,9,243,Potential,0
15576,38,1,883.9300000000001,3,1,3,7,313,Potential,0
15577,151,3,259.33,2,3,2,7,232,Potential,0
15578,162,1,127.1,2,1,1,4,211,At-Risk,0
15579,69,2,327.6,3,3,2,8,332,Potential,0
15581,156,10,717.59,2,5,3,10,253,Loyal,1
15582,25,3,682.9100000000001,4,3,3,10,433,Loyal,0
15584,24,4,720.86,4,4,3,11,443,Loyal,1
15585,177,1,455.3,2,1,2,5,212,At-Risk,0
15587,50,4,871.2,3,4,3,10,343,Loyal,1
15589,256,3,478.53000000000003,1,3,3,7,133,Potential,0
15592,47,1,388.58,3,1,2,6,312,At-Risk,0
15593,71,1,199.8,3,1,1,5,311,At-Risk,0
15594,16,5,1771.78,4,4,4,12,444,Loyal,1
15596,101,5,1406.59,2,4,4,10,244,Loyal,1
15597,35,1,324.57,3,1,2,6,312,At-Risk,0
15598,53,1,240.68,3,1,2,6,312,At-Risk,0
15599,27,2,761.74,4,3,3,10,433,Loyal,0
15601,11,14,6776.56,5,5,5,15,555,VIP,1
15602,8,9,1297.8700000000001,5,5,4,14,554,VIP,1
15603,79,1,48.480000000000004,2,1,1,4,211,At-Risk,0
15604,52,1,216.39,3,1,1,5,311,At-Risk,0
15605,36,5,1198.23,3,4,4,11,344,Loyal,1
15606,61,9,2920.16,3,5,5,13,355,VIP,1
15607,337,1,104.76,1,1,1,3,111,At-Risk,0
15608,28,4,1093.68,4,4,4,12,444,Loyal,1
15609,184,1,298.48,1,1,2,4,112,At-Risk,0
15610,52,1,112.46000000000001,3,1,1,5,311,At-Risk,0
15611,10,11,1557.25,5,5,4,14,554,VIP,1
15612,36,2,180.15,3,3,1,7,331,Potential,0
15615,10,23,10399.74,5,5,5,15,555,VIP,1
15618,33,4,777.4,3,4,3,10,343,Loyal,1
15619,11,1,336.40000000000003,5,1,2,8,512,Potential,0
15620,57,3,1553.18,3,3,4,10,334,Loyal,1
15621,4,4,1257.75,5,4,4,13,544,VIP,1
15622,43,9,3709.56,3,5,5,13,355,VIP,1
15623,141,1,301.03,2,1,2,5,212,At-Risk,0
15624,117,4,588.13,2,4,3,9,243,Potential,0
15625,104,4,1534.26,2,4,4,10,244,Loyal,1
15626,75,2,675.8,2,3,3,8,233,Potential,0
15628,5,9,2870.2400000000002,5,5,5,15,555,VIP,1
15630,45,2,1186.35,3,3,4,10,334,Loyal,0
15632,16,8,3285.31,4,5,5,14,455,VIP,1
15634,17,1,243.55,4,1,2,7,412,Potential,0
15636,90,2,724.76,2,3,3,8,233,Potential,0
15637,53,1,223.36,3,1,1,5,311,At-Risk,0
15639,134,1,425.32,2,1,2,5,212,At-Risk,0
15640,4,15,12280.91,5,5,5,15,555,VIP,1
15641,105,4,1887.2,2,4,4,10,244,Loyal,1
15643,192,3,664.0,1,3,3,7,133,Potential,0
15644,166,4,804.06,2,4,3,9,243,Potential,0
15645,19,1,612.04,4,1,3,8,413,Potential,0
15646,158,3,447.64000000000004,2,3,2,7,232,Potential,0
15648,204,2,639.5,1,3,3,7,133,Potential,0
15649,336,2,403.20000000000005,1,3,2,6,132,At-Risk,0
15651,37,3,646.3,3,3,3,9,333,Potential,0
15652,91,1,337.74,2,1,2,5,212,At-Risk,0
15653,93,2,451.20000000000005,2,3,2,7,232,Potential,0
15654,9,2,907.53,5,3,4,12,534,Loyal,1
15655,243,1,560.67,1,1,3,5,113,At-Risk,0
15656,45,4,748.5,3,4,3,10,343,Loyal,0
15657,23,1,30.0,4,1,1,6,411,At-Risk,0
15658,190,5,1024.1000000000001,1,4,4,9,144,Potential,0
15659,44,1,306.45,3,1,2,6,312,At-Risk,0
15660,25,9,1600.86,4,5,4,13,454,VIP,1
15661,317,2,309.8,1,3,2,6,132,At-Risk,0
15663,106,1,138.14,2,1,1,4,211,At-Risk,0
15664,51,1,386.43,3,1,2,6,312,At-Risk,0
15665,168,2,2222.21,2,3,5,10,235,Loyal,0
15667,40,1,301.32,3,1,2,6,312,At-Risk,0
15668,218,1,76.32000000000001,1,1,1,3,111,At-Risk,0
15669,40,4,684.34,3,4,3,10,343,Loyal,0
15670,297,1,173.05,1,1,1,3,111,At-Risk,0
15671,19,7,2520.33,4,5,5,14,455,VIP,1
15673,88,4,2726.23,2,4,5,11,245,Loyal,1
15674,73,4,2111.89,2,4,5,11,245,Loyal,1
15675,81,3,323.69,2,3,2,7,232,Potential,0
15676,19,3,3420.76,4,4,5,13,445,VIP,1
15677,49,1,657.23,3,1,3,7,313,Potential,0
15678,53,1,352.7,3,1,2,6,312,At-Risk,0
15679,24,4,781.35,4,4,3,11,443,Loyal,1
15680,9,3,1333.68,5,4,4,13,544,VIP,1
15681,25,5,1426.16,4,4,4,12,444,Loyal,1
15683,117,1,193.75,2,1,1,4,211,At-Risk,0
15687,9,9,2993.1,5,5,5,15,555,VIP,1
15689,120,2,254.1,2,3,2,7,232,Potential,0
15690,4,2,239.76,5,3,1,9,531,Potential,0
15691,252,1,136.8,1,1,1,3,111,At-Risk,0
15692,28,1,191.04,4,1,1,6,411,At-Risk,0
15694,1,13,5868.34,5,5,5,15,555,VIP,1
15695,267,2,409.98,1,3,2,6,132,At-Risk,0
15696,33,8,2711.11,3,5,5,13,355,VIP,1
15699,18,1,309.65,4,1,2,7,412,Potential,0
15700,172,2,696.68,2,3,3,8,233,Potential,0
15701,2,4,1529.94,5,4,4,13,544,VIP,1
15703,265,1,211.5,1,1,1,3,111,At-Risk,0
15704,140,4,2293.75,2,4,5,11,245,Loyal,1
15705,201,1,143.1,1,1,1,3,111,At-Risk,0
15706,64,4,1060.56,3,4,4,11,344,Loyal,1
15707,35,4,917.4,3,4,4,11,344,Loyal,1
15708,41,7,3235.67,3,5,5,13,355,VIP,1
15709,284,1,133.25,1,1,1,3,111,At-Risk,0
15712,9,5,1072.3600000000001,5,4,4,13,544,VIP,1
15713,143,2,356.7,2,3,2,7,232,Potential,0
15714,12,2,330.03000000000003,5,3,2,10,532,Loyal,0
15716,146,4,1101.1100000000001,2,4,4,10,244,Loyal,0
15717,234,1,150.3,1,1,1,3,111,At-Risk,0
15719,33,13,5028.42,3,5,5,13,355,VIP,1
15720,24,1,599.67,4,1,3,8,413,Potential,0
15721,12,1,471.40000000000003,5,2,3,10,523,Loyal,0
15722,36,5,2181.81,3,4,5,12,345,Loyal,1
15723,365,1,190.7,1,2,1,4,121,At-Risk,0
15724,201,2,218.25,1,3,1,5,131,At-Risk,0
15725,15,1,415.25,4,2,2,8,422,Potential,0
15727,17,7,5062.26,4,5,5,14,455,VIP,1
15729,213,1,85.0,1,2,1,4,121,At-Risk,0
15730,66,3,1120.88,3,4,4,11,344,Loyal,0
15732,212,2,294.12,1,3,2,6,132,At-Risk,0
15733,283,1,162.3,1,2,1,4,121,At-Risk,0
15734,115,2,1321.75,2,3,4,9,234,Potential,0
15737,15,8,1173.1200000000001,4,5,4,13,454,VIP,1
15738,19,16,4812.42,4,5,5,14,455,VIP,1
15739,66,1,449.12,3,2,2,7,322,Potential,0
15740,49,1,154.88,3,2,1,6,321,At-Risk,0
15743,16,4,776.09,4,4,3,11,443,Loyal,1
15744,78,1,34.8,2,2,1,5,221,At-Risk,0
15745,19,4,1094.59,4,4,4,12,444,Loyal,1
15746,134,1,196.88,2,2,1,5,221,At-Risk,0
15747,13,3,946.64,5,4,4,13,544,VIP,1
15748,40,1,144.36,3,2,1,6,321,At-Risk,0
15749,235,3,2016.0000000000002,1,4,5,10,145,Loyal,0
15750,3,8,2463.05,5,5,5,15,555,VIP,1
15752,40,7,2626.77,3,5,5,13,355,VIP,1
15753,305,1,79.2,1,2,1,4,121,At-Risk,0
15754,51,3,458.57,3,4,2,9,342,Potential,0
15755,10,6,2364.25,5,5,5,15,555,VIP,1
15756,61,4,528.65,3,4,3,10,343,Loyal,0
15757,66,2,714.42,3,3,3,9,333,Potential,0
15758,25,1,205.25,4,2,1,7,421,Potential,0
15759,218,3,253.04,1,4,2,7,142,Potential,0
15762,65,2,583.75,3,3,3,9,333,Potential,0
15763,32,2,1086.92,4,3,4,11,434,Loyal,0
15764,88,6,3279.97,2,5,5,12,255,Loyal,1
15766,64,1,315.06,3,2,2,7,322,Potential,0
15768,116,3,573.43,2,4,3,9,243,Potential,0
15769,7,26,24731.04,5,5,5,15,555,VIP,1
15773,6,1,349.12,5,2,2,9,522,Potential,0
15774,69,1,270.8,3,2,2,7,322,Potential,0
15775,245,1,104.9,1,2,1,4,121,At-Risk,0
15776,133,1,241.62,2,2,2,6,222,At-Risk,0
15777,241,4,963.11,1,4,4,9,144,Potential,0
15780,184,3,475.28000000000003,1,4,3,8,143,Potential,0
15781,25,3,345.46,4,4,2,10,442,Loyal,0
15782,10,3,2614.7400000000002,5,4,5,14,545,VIP,1
15783,11,1,246.3,5,2,2,9,522,Potential,0
15785,33,5,2328.9700000000003,3,4,5,12,345,Loyal,1
15786,46,3,4919.0,3,4,5,12,345,Loyal,1
15787,26,3,935.77,4,4,4,12,444,Loyal,1
15789,358,1,351.3,1,2,2,5,122,At-Risk,0
15790,10,1,218.91,5,2,1,8,521,Potential,0
15791,44,2,1612.69,3,3,4,10,334,Loyal,0
15793,15,3,952.41,4,4,4,12,444,Loyal,1
15795,150,1,610.01,2,2,3,7,223,Potential,0
15796,1,8,2707.61,5,5,5,15,555,VIP,1
15797,113,3,1411.2000000000003,2,4,4,10,244,Loyal,0
15799,76,3,884.14,2,4,3,9,243,Potential,0
15800,107,2,698.45,2,3,3,8,233,Potential,0
15801,46,3,1063.95,3,4,4,11,344,Loyal,0
15803,51,1,415.82000000000005,3,2,2,7,322,Potential,0
15804,1,13,4157.99,5,5,5,15,555,VIP,1
15805,23,17,5488.18,4,5,5,14,455,VIP,1
15806,46,3,784.58,3,4,3,10,343,Loyal,0
15807,50,3,903.9,3,4,3,10,343,Loyal,0
15808,306,4,3651.27,1,4,5,10,145,Loyal,1
15809,36,5,515.77,3,4,3,10,343,Loyal,1
15810,79,4,1391.98,2,4,4,10,244,Loyal,1
15811,22,6,2218.62,4,5,5,14,455,VIP,1
15812,107,5,1693.94,2,4,4,10,244,Loyal,1
15813,208,2,1303.9099999999999,1,3,4,8,134,Potential,0
15814,17,4,1945.33,4,4,4,12,444,Loyal,1
15815,64,5,2047.8,3,4,5,12,345,Loyal,1
15819,49,4,1905.45,3,4,4,11,344,Loyal,1
15820,320,1,206.98,1,2,1,4,121,At-Risk,0
15821,44,2,570.96,3,3,3,9,333,Potential,0
15822,3,2,885.47,5,3,3,11,533,Loyal,1
15825,172,1,484.54,2,2,3,7,223,Potential,0
15826,56,3,1654.31,3,4,4,11,344,Loyal,1
15827,73,14,1836.0900000000001,2,5,4,11,254,Loyal,1
15829,99,2,636.14,2,3,3,8,233,Potential,0
15830,38,1,576.0,3,2,3,8,323,Potential,0
15831,58,3,794.8,3,4,3,10,343,Loyal,0
15832,254,1,836.79,1,2,3,6,123,At-Risk,0
15834,70,4,2222.91,3,4,5,12,345,Loyal,1
15835,44,4,954.09,3,4,4,11,344,Loyal,1
15836,50,1,137.37,3,2,1,6,321,At-Risk,0
15837,65,1,391.98,3,2,2,7,322,Potential,0
15838,11,19,22102.780000000002,5,5,5,15,555,VIP,1
15839,33,3,1048.49,3,4,4,11,344,Loyal,1
15840,59,2,355.56,3,3,2,8,332,Potential,0
15841,73,4,1224.06,2,4,4,10,244,Loyal,1
15843,304,1,118.95000000000002,1,2,1,4,121,At-Risk,0
15844,46,1,130.73999999999998,3,2,1,6,321,At-Risk,0
15845,18,8,3711.77,4,5,5,14,455,VIP,1
15847,38,2,389.27,3,3,2,8,332,Potential,0
15850,19,2,236.28,4,3,1,8,431,Potential,0
15852,187,2,161.1,1,3,1,5,131,At-Risk,0
15853,52,1,110.8,3,2,1,6,321,At-Risk,0
15854,4,12,2957.79,5,5,5,15,555,VIP,1
15855,137,5,712.24,2,4,3,9,243,Potential,0
15856,4,27,15923.76,5,5,5,15,555,VIP,1
15857,19,1,297.0,4,2,2,8,422,Potential,0
15858,16,5,1428.02,4,4,4,12,444,Loyal,1
15860,41,8,965.16,3,5,4,12,354,Loyal,1
15861,12,8,3147.05,5,5,5,15,555,VIP,1
15862,8,4,833.14,5,4,3,12,543,Loyal,1
15863,26,2,69.32000000000001,4,3,1,8,431,Potential,0
15864,22,6,1912.92,4,5,4,13,454,VIP,1
15865,41,3,895.13,3,4,3,10,343,Loyal,0
15866,101,1,211.89,2,2,1,5,221,At-Risk,0
15867,5,15,3803.9900000000002,5,5,5,15,555,VIP,1
15869,277,2,149.64,1,3,1,5,131,At-Risk,0
15870,33,1,351.44,3,2,2,7,322,Potential,0
15872,15,2,317.7,4,3,2,9,432,Potential,0
15874,64,7,4301.4800000000005,3,5,5,13,355,VIP,1
15877,2,2,492.27,5,3,3,11,533,Loyal,1
15880,369,1,329.16,1,2,2,5,122,At-Risk,0
15881,312,5,501.65000000000003,1,4,3,8,143,Potential,0
15882,199,4,514.6,1,4,3,8,143,Potential,0
15883,2,2,396.48,5,3,2,10,532,Loyal,1
15885,93,1,349.35,2,2,2,6,222,At-Risk,0
15886,60,1,181.09,3,2,1,6,321,At-Risk,0
15888,81,1,162.64,2,2,1,5,221,At-Risk,0
15889,157,2,401.03,2,3,2,7,232,Potential,0
15891,227,1,509.13,1,2,3,6,123,At-Risk,0
15894,253,2,257.6,1,3,2,6,132,At-Risk,0
15895,150,1,179.43,2,2,1,5,221,At-Risk,0
15897,194,2,208.59,1,3,1,5,131,At-Risk,0
15898,1,5,1310.43,5,4,4,13,544,VIP,1
15899,369,1,56.25,1,2,1,4,121,At-Risk,0
15900,24,1,337.44,4,2,2,8,422,Potential,0
15901,17,3,351.05,4,4,2,10,442,Loyal,0
15903,10,7,5088.360000000001,5,5,5,15,555,VIP,1
15904,8,1,164.68,5,2,1,8,521,Potential,0
15906,20,7,1567.69,4,5,4,13,454,VIP,1
15907,4,3,885.25,5,4,3,12,543,Loyal,1
15909,174,1,191.94,2,2,1,5,221,At-Risk,0
15910,1,8,1229.3,5,5,4,14,554,VIP,1
15912,178,2,264.88,2,3,2,7,232,Potential,0
15916,16,8,1502.8600000000001,4,5,4,13,454,VIP,1
15917,248,1,123.1,1,2,1,4,121,At-Risk,0
15918,191,2,334.23,1,3,2,6,132,At-Risk,0
15919,20,2,526.33,4,3,3,10,433,Loyal,0
15920,154,3,164.17,2,4,1,7,241,Potential,0
15921,173,1,323.03000000000003,2,2,2,6,222,At-Risk,0
15922,373,1,369.5,1,2,2,5,122,At-Risk,0
15923,373,1,127.08,1,2,1,4,121,At-Risk,0
15925,194,1,207.15,1,2,1,4,121,At-Risk,0
15930,67,1,426.63,3,2,2,7,322,Potential,0
15932,4,8,2495.87,5,5,5,15,555,VIP,1
15933,21,3,1107.46,4,4,4,12,444,Loyal,1
15935,239,1,108.03999999999999,1,2,1,4,121,At-Risk,0
15937,64,1,145.35,3,2,1,6,321,At-Risk,0
15938,112,5,404.58,2,4,2,8,242,Potential,0
15939,90,14,5568.650000000001,2,5,5,12,255,Loyal,1
15940,311,1,35.8,1,2,1,4,121,At-Risk,0
15942,134,1,337.44,2,2,2,6,222,At-Risk,0
15944,277,1,325.1,1,2,2,5,122,At-Risk,0
15945,365,1,181.0,1,2,1,4,121,At-Risk,0
15947,83,1,1708.24,2,2,4,8,224,Potential,0
15948,8,2,955.24,5,3,4,12,534,Loyal,1
15949,17,2,364.72,4,3,2,9,432,Potential,0
15950,32,4,1744.71,4,4,4,12,444,Loyal,1
15951,9,2,708.22,5,3,3,11,533,Loyal,1
15952,34,4,781.91,3,4,3,10,343,Loyal,1
15953,15,8,1657.4099999999999,4,5,4,13,454,VIP,1
15955,24,14,4416.26,4,5,5,14,455,VIP,1
15957,32,1,428.89,4,2,2,8,422,Potential,0
15958,74,1,104.35,2,2,1,5,221,At-Risk,0
15963,20,2,470.76,4,3,3,10,433,Loyal,0
15965,17,4,808.87,4,4,3,11,443,Loyal,1
15967,23,2,397.68,4,3,2,9,432,Potential,0
